spec_id,variant_id,spec_type,spec_name,spec_value,unit_of_measure
633,61,technical,18KT wt.(Gm),3.7554399999999992,various
634,61,technical,Diamond Size(Round),1.0,various
635,61,technical,Diamond Count(Round),172.0,various
636,61,technical,Length,20.61,various
637,61,technical,Width,5.68,various
638,61,technical,Reduction,0.93886,various
639,62,technical,SKU Code,ER-17051,various
640,62,technical,Diamond Wt,0.64,various
641,62,technical,Volume,299.0,various
642,62,technical,Casting wt.,4.694299999999999,various
643,62,technical,18KT wt.(Gm),3.7554399999999992,various
644,62,technical,Diamond Size(Round),1.0,various
645,62,technical,Diamond Count(Round),172.0,various
646,62,technical,Length,20.61,various
647,62,technical,Width,5.68,various
648,62,technical,Reduction,0.93886,various
649,63,technical,SKU Code,ER-17073,various
650,63,technical,Diamond Wt,1.39,various
651,63,technical,Volume,612.59,various
652,63,technical,Casting wt.,9.617663,various
653,63,technical,18KT wt.(Gm),7.694130400000001,various
654,63,technical,Diamond Size(Round),1.7,various
655,63,technical,Diamond Count(Round),16.0,various
656,63,technical,Length,31.85,various
657,63,technical,Width,13.02,various
658,63,technical,Reduction,1.9235326,various
659,64,technical,SKU Code,ER-17073,various
660,64,technical,Diamond Wt,1.39,various
661,64,technical,Volume,612.59,various
662,64,technical,Casting wt.,9.617663,various
663,64,technical,18KT wt.(Gm),7.694130400000001,various
664,64,technical,Diamond Size(Round),1.7,various
665,64,technical,Diamond Count(Round),16.0,various
666,64,technical,Length,31.85,various
667,64,technical,Width,13.02,various
668,64,technical,Reduction,1.9235326,various
669,65,technical,SKU Code,ER-17073,various
670,65,technical,Diamond Wt,1.39,various
671,65,technical,Volume,612.59,various
672,65,technical,Casting wt.,9.617663,various
673,65,technical,18KT wt.(Gm),7.694130400000001,various
674,65,technical,Diamond Size(Round),1.7,various
675,65,technical,Diamond Count(Round),16.0,various
676,65,technical,Length,31.85,various
677,65,technical,Width,13.02,various
678,65,technical,Reduction,1.9235326,various
679,66,technical,SKU Code,ER-17073,various
680,66,technical,Diamond Wt,1.39,various
681,66,technical,Volume,612.59,various
682,66,technical,Casting wt.,9.617663,various
683,66,technical,18KT wt.(Gm),7.694130400000001,various
684,66,technical,Diamond Size(Round),1.7,various
685,66,technical,Diamond Count(Round),16.0,various
686,66,technical,Length,31.85,various
687,66,technical,Width,13.02,various
688,66,technical,Reduction,1.9235326,various
689,67,technical,SKU Code,ER-17073,various
690,67,technical,Diamond Wt,1.39,various
691,67,technical,Volume,612.59,various
692,67,technical,Casting wt.,9.617663,various
693,67,technical,18KT wt.(Gm),7.694130400000001,various
694,67,technical,Diamond Size(Round),1.7,various
695,67,technical,Diamond Count(Round),16.0,various
696,67,technical,Length,31.85,various
697,67,technical,Width,13.02,various
698,67,technical,Reduction,1.9235326,various
699,68,technical,SKU Code,ER-17073,various
700,68,technical,Diamond Wt,1.39,various
701,68,technical,Volume,612.59,various
702,68,technical,Casting wt.,9.617663,various
703,68,technical,18KT wt.(Gm),7.694130400000001,various
704,68,technical,Diamond Size(Round),1.7,various
705,68,technical,Diamond Count(Round),16.0,various
706,68,technical,Length,31.85,various
707,68,technical,Width,13.02,various
708,68,technical,Reduction,1.9235326,various
709,69,technical,SKU Code,VL-18048,various
710,69,technical,Diamond Size(mm),2.0,various
711,69,technical,Diamond Count,1.0,various
712,69,technical,Length(mm),12.18,various
713,69,technical,Width(mm),23.65,various
714,69,technical,Volume,116.82,various
715,69,technical,Diamond Wt.(Cts),0.03,various
716,69,technical,Casting wt.,1.834074,various
717,69,technical,0.2,0.3668148,various
718,69,technical,18KT wt.(Gm),1.4672591999999998,various
719,70,technical,SKU Code,VL-18048,various
720,70,technical,Diamond Size(mm),2.0,various
721,70,technical,Diamond Count,1.0,various
722,70,technical,Length(mm),12.18,various
723,70,technical,Width(mm),23.65,various
724,70,technical,Volume,116.82,various
725,70,technical,Diamond Wt.(Cts),0.03,various
726,70,technical,Casting wt.,1.834074,various
727,70,technical,0.2,0.3668148,various
728,70,technical,18KT wt.(Gm),1.4672591999999998,various
729,71,technical,SKU Code,VL-18048,various
730,71,technical,Diamond Size(mm),2.0,various
731,71,technical,Diamond Count,1.0,various
732,71,technical,Length(mm),12.18,various
733,71,technical,Width(mm),23.65,various
734,71,technical,Volume,116.82,various
735,71,technical,Diamond Wt.(Cts),0.03,various
736,71,technical,Casting wt.,1.834074,various
737,71,technical,0.2,0.3668148,various
738,71,technical,18KT wt.(Gm),1.4672591999999998,various
739,72,technical,SKU Code,VL-18048,various
740,72,technical,Diamond Size(mm),2.0,various
741,72,technical,Diamond Count,1.0,various
742,72,technical,Length(mm),12.18,various
743,72,technical,Width(mm),23.65,various
744,72,technical,Volume,116.82,various
745,72,technical,Diamond Wt.(Cts),0.03,various
746,72,technical,Casting wt.,1.834074,various
747,72,technical,0.2,0.3668148,various
748,72,technical,18KT wt.(Gm),1.4672591999999998,various
749,73,technical,SKU Code,VL-18048,various
750,73,technical,Diamond Size(mm),2.0,various
751,73,technical,Diamond Count,1.0,various
752,73,technical,Length(mm),12.18,various
753,73,technical,Width(mm),23.65,various
754,73,technical,Volume,116.82,various
755,73,technical,Diamond Wt.(Cts),0.03,various
756,73,technical,Casting wt.,1.834074,various
757,73,technical,0.2,0.3668148,various
758,73,technical,18KT wt.(Gm),1.4672591999999998,various
759,74,technical,SKU Code,VL-18048,various
760,74,technical,Diamond Size(mm),2.0,various
761,74,technical,Diamond Count,1.0,various
762,74,technical,Length(mm),12.18,various
763,74,technical,Width(mm),23.65,various
764,74,technical,Volume,116.82,various
765,74,technical,Diamond Wt.(Cts),0.03,various
766,74,technical,Casting wt.,1.834074,various
767,74,technical,0.2,0.3668148,various
768,74,technical,18KT wt.(Gm),1.4672591999999998,various
769,75,technical,SKU Code,VL-18049,various
770,75,technical,Diamond Size(mm),1.5,various
771,75,technical,Diamond Count,3.0,various
772,75,technical,Length(mm),10.54,various
773,75,technical,Width(mm),12.94,various
774,75,technical,Volume,105.25,various
775,75,technical,Diamond Wt.(Cts),0.04,various
776,75,technical,Casting wt.,1.6524249999999998,various
777,75,technical,0.2,0.330485,various
778,75,technical,18KT wt.(Gm),1.32194,various
779,76,technical,SKU Code,VL-18049,various
780,76,technical,Diamond Size(mm),1.5,various
781,76,technical,Diamond Count,3.0,various
782,76,technical,Length(mm),10.54,various
783,76,technical,Width(mm),12.94,various
784,76,technical,Volume,105.25,various
785,76,technical,Diamond Wt.(Cts),0.04,various
786,76,technical,Casting wt.,1.6524249999999998,various
787,76,technical,0.2,0.330485,various
788,76,technical,18KT wt.(Gm),1.32194,various
789,77,technical,SKU Code,VL-18049,various
790,77,technical,Diamond Size(mm),1.5,various
791,77,technical,Diamond Count,3.0,various
792,77,technical,Length(mm),10.54,various
793,77,technical,Width(mm),12.94,various
794,77,technical,Volume,105.25,various
795,77,technical,Diamond Wt.(Cts),0.04,various
796,77,technical,Casting wt.,1.6524249999999998,various
797,77,technical,0.2,0.330485,various
798,77,technical,18KT wt.(Gm),1.32194,various
799,78,technical,SKU Code,VL-18049,various
800,78,technical,Diamond Size(mm),1.5,various
801,78,technical,Diamond Count,3.0,various
802,78,technical,Length(mm),10.54,various
803,78,technical,Width(mm),12.94,various
804,78,technical,Volume,105.25,various
805,78,technical,Diamond Wt.(Cts),0.04,various
806,78,technical,Casting wt.,1.6524249999999998,various
807,78,technical,0.2,0.330485,various
808,78,technical,18KT wt.(Gm),1.32194,various
809,79,technical,SKU Code,VL-18049,various
810,79,technical,Diamond Size(mm),1.5,various
811,79,technical,Diamond Count,3.0,various
812,79,technical,Length(mm),10.54,various
813,79,technical,Width(mm),12.94,various
814,79,technical,Volume,105.25,various
815,79,technical,Diamond Wt.(Cts),0.04,various
816,79,technical,Casting wt.,1.6524249999999998,various
817,79,technical,0.2,0.330485,various
818,79,technical,18KT wt.(Gm),1.32194,various
819,80,technical,SKU Code,VL-18049,various
820,80,technical,Diamond Size(mm),1.5,various
821,80,technical,Diamond Count,3.0,various
822,80,technical,Length(mm),10.54,various
823,80,technical,Width(mm),12.94,various
824,80,technical,Volume,105.25,various
825,80,technical,Diamond Wt.(Cts),0.04,various
826,80,technical,Casting wt.,1.6524249999999998,various
827,80,technical,0.2,0.330485,various
828,80,technical,18KT wt.(Gm),1.32194,various
829,81,technical,SKU Code,VL-18004,various
830,81,technical,Diamond Size(mm),1.2,various
831,81,technical,Diamond Count,2.0,various
832,81,technical,Length(mm),13.32,various
833,81,technical,Width(mm),12.42,various
834,81,technical,Volume,60.58,various
835,81,technical,Diamond Wt.(Cts),0.13,various
836,81,technical,Casting wt.,0.951106,various
837,81,technical,0.2,0.1902211999999999,various
838,81,technical,18KT wt.(Gm),0.7608847999999999,various
839,82,technical,SKU Code,VL-18004,various
840,82,technical,Diamond Size(mm),1.2,various
841,82,technical,Diamond Count,2.0,various
842,82,technical,Length(mm),13.32,various
843,82,technical,Width(mm),12.42,various
844,82,technical,Volume,60.58,various
845,82,technical,Diamond Wt.(Cts),0.13,various
846,82,technical,Casting wt.,0.951106,various
847,82,technical,0.2,0.1902211999999999,various
848,82,technical,18KT wt.(Gm),0.7608847999999999,various
849,83,technical,SKU Code,VL-18004,various
850,83,technical,Diamond Size(mm),1.2,various
851,83,technical,Diamond Count,2.0,various
852,83,technical,Length(mm),13.32,various
853,83,technical,Width(mm),12.42,various
854,83,technical,Volume,60.58,various
855,83,technical,Diamond Wt.(Cts),0.13,various
856,83,technical,Casting wt.,0.951106,various
857,83,technical,0.2,0.1902211999999999,various
858,83,technical,18KT wt.(Gm),0.7608847999999999,various
859,84,technical,SKU Code,VL-18004,various
860,84,technical,Diamond Size(mm),1.2,various
861,84,technical,Diamond Count,2.0,various
862,84,technical,Length(mm),13.32,various
863,84,technical,Width(mm),12.42,various
864,84,technical,Volume,60.58,various
865,84,technical,Diamond Wt.(Cts),0.13,various
866,84,technical,Casting wt.,0.951106,various
867,84,technical,0.2,0.1902211999999999,various
868,84,technical,18KT wt.(Gm),0.7608847999999999,various
869,85,technical,SKU Code,VL-18004,various
870,85,technical,Diamond Size(mm),1.2,various
871,85,technical,Diamond Count,2.0,various
872,85,technical,Length(mm),13.32,various
873,85,technical,Width(mm),12.42,various
874,85,technical,Volume,60.58,various
875,85,technical,Diamond Wt.(Cts),0.13,various
876,85,technical,Casting wt.,0.951106,various
877,85,technical,0.2,0.1902211999999999,various
878,85,technical,18KT wt.(Gm),0.7608847999999999,various
879,86,technical,SKU Code,VL-18004,various
880,86,technical,Diamond Size(mm),1.2,various
881,86,technical,Diamond Count,2.0,various
882,86,technical,Length(mm),13.32,various
883,86,technical,Width(mm),12.42,various
884,86,technical,Volume,60.58,various
885,86,technical,Diamond Wt.(Cts),0.13,various
886,86,technical,Casting wt.,0.951106,various
887,86,technical,0.2,0.1902211999999999,various
888,86,technical,18KT wt.(Gm),0.7608847999999999,various
889,87,technical,SKU Code,VL-18013,various
890,87,technical,Diamond Size(mm),1.2,various
891,87,technical,Diamond Count,22.0,various
892,87,technical,Length(mm),19.73,various
893,87,technical,Width(mm),11.85,various
894,87,technical,Volume,117.59,various
895,87,technical,Diamond Wt.(Cts),0.14,various
896,87,technical,Casting wt.,1.846163,various
897,87,technical,0.2,0.3692326,various
898,87,technical,18KT wt.(Gm),1.4769304,various
899,88,technical,SKU Code,VL-18013,various
900,88,technical,Diamond Size(mm),1.2,various
901,88,technical,Diamond Count,22.0,various
902,88,technical,Length(mm),19.73,various
903,88,technical,Width(mm),11.85,various
904,88,technical,Volume,117.59,various
905,88,technical,Diamond Wt.(Cts),0.14,various
906,88,technical,Casting wt.,1.846163,various
907,88,technical,0.2,0.3692326,various
908,88,technical,18KT wt.(Gm),1.4769304,various
909,89,technical,SKU Code,VL-18013,various
910,89,technical,Diamond Size(mm),1.2,various
911,89,technical,Diamond Count,22.0,various
912,89,technical,Length(mm),19.73,various
913,89,technical,Width(mm),11.85,various
914,89,technical,Volume,117.59,various
915,89,technical,Diamond Wt.(Cts),0.14,various
916,89,technical,Casting wt.,1.846163,various
917,89,technical,0.2,0.3692326,various
918,89,technical,18KT wt.(Gm),1.4769304,various
919,90,technical,SKU Code,VL-18013,various
920,90,technical,Diamond Size(mm),1.2,various
921,90,technical,Diamond Count,22.0,various
922,90,technical,Length(mm),19.73,various
923,90,technical,Width(mm),11.85,various
924,90,technical,Volume,117.59,various
925,90,technical,Diamond Wt.(Cts),0.14,various
926,90,technical,Casting wt.,1.846163,various
927,90,technical,0.2,0.3692326,various
928,90,technical,18KT wt.(Gm),1.4769304,various
929,91,technical,SKU Code,VL-18013,various
930,91,technical,Diamond Size(mm),1.2,various
931,91,technical,Diamond Count,22.0,various
932,91,technical,Length(mm),19.73,various
933,91,technical,Width(mm),11.85,various
934,91,technical,Volume,117.59,various
935,91,technical,Diamond Wt.(Cts),0.14,various
936,91,technical,Casting wt.,1.846163,various
937,91,technical,0.2,0.3692326,various
938,91,technical,18KT wt.(Gm),1.4769304,various
939,92,technical,SKU Code,VL-18013,various
940,92,technical,Diamond Size(mm),1.2,various
941,92,technical,Diamond Count,22.0,various
942,92,technical,Length(mm),19.73,various
943,92,technical,Width(mm),11.85,various
944,92,technical,Volume,117.59,various
945,92,technical,Diamond Wt.(Cts),0.14,various
946,92,technical,Casting wt.,1.846163,various
947,92,technical,0.2,0.3692326,various
948,92,technical,18KT wt.(Gm),1.4769304,various
949,93,technical,SKU Code,VL-18037,various
950,93,technical,Diamond Size(mm),1.0,various
951,93,technical,Diamond Count,5.0,various
952,93,technical,Length(mm),14.95,various
953,93,technical,Width(mm),18.38,various
954,93,technical,Volume,176.68,various
955,93,technical,Diamond Wt.(Cts),0.11,various
956,93,technical,Casting wt.,2.773876,various
957,93,technical,0.2,0.5547752,various
958,93,technical,18KT wt.(Gm),2.2191008,various
959,94,technical,SKU Code,VL-18037,various
960,94,technical,Diamond Size(mm),1.0,various
961,94,technical,Diamond Count,5.0,various
962,94,technical,Length(mm),14.95,various
963,94,technical,Width(mm),18.38,various
964,94,technical,Volume,176.68,various
965,94,technical,Diamond Wt.(Cts),0.11,various
966,94,technical,Casting wt.,2.773876,various
967,94,technical,0.2,0.5547752,various
968,94,technical,18KT wt.(Gm),2.2191008,various
969,95,technical,SKU Code,VL-18037,various
